book,chapter,verse,text,lemmatized
Матеј,1,20,"Но кад он тако помисли, гле, јави му се у сну анђео Господњи говорећи: Јосифе, сине Давидов, не бој се узети Марију жену своју; јер оно што се у њој зачело од Духа је Светога.","no kad on tako pomisliti , gle , javiti on sebe u san anđeo Gospodnji govoriti : Josif , sin Davidov , ne bojati sebe uzeti Marija žena svoj ; jer on što sebe u on začeti od duh biti svet ."
Матеј,1,21,"Па ће родити сина, и надјени му име Исус: јер ће он спасти народ свој од гријеха њихових.","pa hteti roditi sin , i nadenuti on ime Isus : jer hteti on spasti narod svoj od greh njihov ."
Матеј,1,22,А све се ово догодило да се испуни што је Господ казао преко пророка који говори:,a sav sebe ovaj dogoditi da sebe ispuniti što biti Gospod kazati preko prorok koji govoriti :
Матеј,1,23,"Ето, дјевојка ће зачети, и родиће сина, и надјенуће му име Емануил, што ће рећи: С нама Бог.","eto , devojka hteti začeti , i roditi sin , i nadenuti on ime Emanuil , što hteti reći : sa mi Bog ."
Матеј,1,24,"Уставши Јосиф од сна, учини како му заповједи анђео Господњи и узе жену своју.","ustati Josif od san , učiniti kako on zapovediti anđeo Gospodnji i uzeti žena svoj ."
Матеј,1,25,"И не знадијаше за њу док не роди сина својега првенца, и надјену му име Исус.","i ne znati za on dok ne roditi sin svoj prvenac , i nadenuti on ime Isus ."
Матеј,2,1,"А када се Исус роди у Витлејему јудејскоме у дане Ирода цара, гле, дођоше мудраци од Истока у Јерусалим и рекоше:","a kada sebe Isus roditi u Vitlejem judejski u dan Irod car , gle , doći mudrac od istok u Jerusali i reći :"
Матеј,2,2,Гдје је цар јудејски који се роди? Јер видјесмо његову звијезду на Истоку и дођосмо да му се поклонимо.,gde biti car judejski koji sebe roditi ? jer videti njegov zvezda na istok i doći da on sebe pokloniti .
Матеј,2,3,"Када то чу цар Ирод, уплаши се, и сав Јерусалим са њим.","kada taj čuti car Irod , uplašiti sebe , i sav Jerusalim sa on ."
Матеј,2,4,"И сабравши све првосвештенике и књижевнике народне, питаше их гдје ће се Христос родити.","i sabrati sav prvosveštenik i književnik narodni , pitati oni gde hteti sebe Hristos roditi ."
Матеј,2,5,А они рекоше: У Витлејему јудејскоме; јер је тако пророк написао:,a oni reći : u Vitlejem judejski ; jer biti tako prorok napisati :
Матеј,2,6,"И ти Витлејеме, земљо Јудина, ни по чем ниси најмањи међу кнежевима Јудиним; јер ће из тебе изићи Вођа који ће напасати народ мој Израиља.","i ti Vitlejem , zemlja Judin , ni po što biti malen među knežev Judin ; jer hteti iz ti izići vođa koji hteti napasati narod moj Izrailj ."
Матеј,2,7,"Онда Ирод, тајно дозвавши мудраце, сазнаде од њих када се појавила звијезда.","onda Irod , tajno dozvati mudrac , saznati od oni kada sebe pojaviti zvezda ."
Матеј,2,8,"И пославши их у Витлејем, рече: Идите и распитајте се добро за дијете, па када га нађете, јавите ми, да и ја дођем да му се поклоним,","i poslati oni u Vitleje , reći : ići i raspitati sebe dobro za dete , pa kada on naći , javiti ja , da i ja doći da on sebe pokloniti ,"
Матеј,2,9,"А они, саслушавши цара, пођоше, и гле, звијезда, коју су видјели на Истоку, иђаше пред њима док не дође и стаде одозго гдје бјеше дијете.","a oni , saslušati car , poći , i gle , zvezda , koji biti videti na istok , ići pred oni dok ne doći i stadeti odozgo gde biti dete ."
Матеј,2,10,"А кад видјеше звијезду, обрадоваше се веома великом радости.","a kad videti zvezda , obradovati sebe veoma velik radost ."
Матеј,2,11,"И ушавши у кућу, видјеше дијете са Маријом матером његовом, и падоше и поклонише му се, па отворивши ризнице своје принесоше му даре: злато, тамјан и смирну.","i ući u kuća , videti dete sa Marija matera njegov , i Padoš i pokloniti on sebe , pa otvoriti riznica svoj prineti on dar : zlato , tamjan i Smirna ."
Матеј,2,12,"И примивши у сну заповјест да се не враћају Ироду, другим путем отидоше у земљу своју.","i primiti u san zapovjest da sebe ne vraćati Irod , drugi put otidositi u zemlja svoj ."
Матеј,2,13,"А кад они отидоше, а то анђео Господњи јави се Јосифу у сну и рече: Устани, узми дијете и матер његову, па бјежи у Египат, и буди ондје док ти не кажем: јер ће Ирод тражити дијете да га погуби.","a kad oni otidositi , a taj anđeo Gospodnji javiti sebe Josif u san i reći : ustati , uzeti dete i mater njegov , pa bežati u Egipat , i buditi onde dok ti ne kazati : jer hteti Irod tražiti dete da on pogubiti ."
Матеј,2,14,"И он уставши, узе дијете и матер његову ноћу и отиде у Египат.","i on ustati , uzeti dete i mater njegov noću i otići u Egipat ."
Матеј,2,15,И би тамо до смрти Иродове - да се испуни што је Господ рекао преко пророка који говори: Из Египта дозвах сина својега.,i biti tamo do smrt Irodova - da sebe ispuniti što biti Gospod reći preko prorok koji govoriti : iz Egipt dozvati sin svoj .
Матеј,2,16,"Тада Ирод, видјев да су га мудраци преварили, разгњеви се веома и посла те погуби сву дјецу по Витлејему и по свој околини његовој од двије године и ниже, по времену које је тачно дознао од мудраца.","tada Irod , vidjev da biti on mudrac prevariti , razgnjeviti sebe veoma i posao te pogubiti sav dete po Vitlejem i po svoj okolina njegov od dva godina i nisko , po vreme koji biti tačno doznati od mudrac ."
Матеј,2,17,Тада се испуни што је рекао пророк Јеремија говорећи:,tada sebe ispuniti što biti reći prorok Jeremija govoriti :
Матеј,2,18,"Глас у Рами чу се, плач и ридање и нарицање много, Рахиља оплакује дјецу своју, и неће да се утјеши, јер их нема.","glas u Rami čuti sebe , plač i ridanje i naricanje mnogo , Rahilja oplakivati dete svoj , i hteti da sebe utešiti , jer oni nemati ."
Матеј,2,19,"А по смрти Иродовој, гле, анђео Господњи јави се у сну Јосифу у Египту.","a po smrt irod , gle , anđeo Gospodnji javiti sebe u san Josif u Egipt ."
Матеј,2,20,"И рече: Устани, узми дијете и матер његову и иди у земљу Израиљеву; јер су помрли они који су тражили душу дјетета.","i reći : ustati , uzeti dete i mater njegov i ići u zemlja Izrailjev ; jer biti pomreti onaj koji biti tražiti duša dete ."
Матеј,2,21,"А он уставши, узе дијете и матер његову, и дође у земљу Израиљеву.","a on ustati , uzeti dete i mater njegov , i doći u zemlja Izrailjev ."
Матеј,2,22,"Али чувши да Архелај царује у Јудеји умјесто Ирода, оца својега, побоја се онамо ићи, него, примивши у сну заповијест, отиде у крајеве галилејске.","ali čuti da Arhelaj carevati u Judeja umesto Irod , otac svoj , pobojati sebe onamo ići , nego , primiti u san zapovest , otići u kraj galilejski ."
Матеј,2,23,"И дошавши настани се у граду званом Назарет, да се испуни што су рекли пророци да ће се Назарећанин назвати.","i doći nastaniti sebe u grad zvan Nazaret , da sebe ispuniti što biti reći prorok da hteti sebe Nazarećanin nazvati ."
Матеј,3,1,У оне пак дане дође Јован Крститељ и проповиједаше у пустињи Јудејској.,u onaj pak dan doći Jovan krstitelj i propovedati u pustinja judejski .
Матеј,3,2,"И говораше: Покајте се, јер се приближило Царство небеско.","i govoriti : pokajati sebe , jer sebe približiti carstvo nebeski ."
Матеј,3,3,"Јер то је онај за кога је рекао пророк Исаија говорећи: Глас вапијућег у пустињи: припремите пут Господњи, поравните стазе његове.","jer taj biti onaj za tko biti reći prorok Isaija govoriti : glas vapijući u pustinja : pripremiti put Gospodnji , poravniti staza njegov ."
Матеј,3,4,"А сам Јован имаше хаљину од камиље длаке и појас кожни око бедара својих, а храна му бијаше биље и дивљи мед.","a biti Jovan imati haljina od kamilj dlaka i pojas kožni oko bedro svoj , a hrana on biti bilje i divlji med ."
Матеј,3,5,"Тада излажаше к њему Јерусалим и сва Јудеја, и сва околина јорданска.","tada izlaziti k on Jerusalim i sav Judeja , i sav okolina jordanski ."
Матеј,3,6,"И он их крштаваше у Јордану, и исповиједаху гријехе своје.","i on oni krštavati u Jordan , i ispovedati greh svoj ."
Матеј,3,7,"А кад видје многе фарисеје и садукеје гдје долазе да их крсти, рече им: Породи аспидини, ко вам каза да бјежите од гњева који иде?","a kad videti mnogi farisej i sadukej gde dolaziti da oni krstiti , reći oni : poroditi aspidina , tko vi kazati da bežati od gnev koji ići ?"
Матеј,3,8,"Родите, дакле, род достојан покајања.","roditi , dakle , rod dostojan pokajanje ."
Матеј,3,9,И не мислите и не говорите у себи: Имамо оца Авраама; јер вам кажем да може Бог и од камења овога подигнуги дјецу Аврааму.,i ne misliti i ne govoriti u sebe : imati otac Avram ; jer vi kazati da moći Bog i od kamenje ovaj podignugi dete Avram .
Матеј,3,10,"А већ и сјекира код коријена дрвећу стоји; свако, дакле, дрво које не рађа добра рода, сијече се и у огањ баца.","a već i sekira kod koren drveće stajati ; svaki , dakle , drvo koji ne rađati dobar roda , seći sebe i u oganj bacati ."
Матеј,3,11,Ја вас крштавам водом за покајање; а онај што долази за мном јачи је од мене: ја нисам достојан њему обуће понијети; он ће вас крстити Духом Светим и огњем.,ja vi krštavati voda za pokajanje ; a onaj što dolaziti za ja jak biti od ja : ja biti dostojan on obuća poneti ; on hteti vi krstiti duh svet i oganj .
Матеј,3,12,"Њему је лопата у руци па ће отријебити гумно своје, и скупиће пшеницу своју у житницу, а пљеву ће сажећи огњем неугасивим.","on biti lopata u ruka pa hteti otrijebiti gumno svoj , i skupiti pšenica svoj u žitnica , a pleva hteti saziti oganj neugasiv ."
Матеј,3,13,Тада дође Исус из Галилеје на Јордан Јовану да га овај крсти.,tada doći Isus iz Galileja na Jordan Jovan da on ovaj krstiti .
Матеј,3,14,"А Јован му брањаше говорећи: Ти треба мене да крстиш, а ти ли долазиш мени?","a Jovan on braniti govoriti : ti trebati ja da krstiti , a ti li dolaziti ja ?"
Матеј,3,15,"А Исус одговори и рече му: Остави сада, јер тако нам треба испунити сваку правду. Тада га остави.","a Isus odgovoriti i reći on : ostaviti sada , jer tako mi trebati ispuniti svaki pravda . tada on ostaviti ."
Матеј,3,16,"И крстивши се Исус изиђе одмах из воде; и гле, отворише му се небеса, и видје Духа Божијега гдје силази као голуб и долази на њега.","i krstiti sebe Isus izići odmah iz voda ; i gle , otvoriti on sebe nebesa , i videti duh božiji gde silaziti kao golub i dolaziti na on ."
Матеј,3,17,"И гле, глас са небеса који говори: Ово је Син мој љубљени који је по мојој вољи.","i gle , glas sa nebesa koji govoriti : ovaj biti sin moj ljubiti koji biti po moj volja ."
Матеј,4,1,Тада Исуса одведе Дух у пустињу да га ђаво куша.,tada Isus odvesti duh u pustinja da on đavo kušati .
Матеј,4,2,"И постивши дана четрдесет и ноћи четрдесет, напосљетку огладње.","i postivšiti dan četrdeset i noć četrdeset , naposletku ogladneti ."
Матеј,4,3,"И приступи к њему кушач и рече: Ако си Син Божији, реци да камење ово постану хљебови.","i pristupiti k on kušač i reći : ako biti sin božiji , reći da kamenje ovaj postati hleb ."
Матеј,4,4,"А он одговори и рече: Писано је: Не живи човјек о самом хљебу, но о свакој ријечи која излази из уста Божијих.","a on odgovoriti i reći : pisati biti : ne živeti čovek o sam hleb , no o svaki reč koji izlaziti iz usta božiji ."
Матеј,4,5,"Тада га ђаво одведе у Свети град и постави га на крило храма,","tada on đavo odvesti u svet grad i postaviti on na krilo hram ,"
Матеј,4,6,"Па му рече: Ако си Син Божији, скочи доље, јер је писано: Анђелима својим заповиједиће за тебе, и узеће те на руке, да како не запнеш за камен ногом својом.","pa on reći : ako biti sin božiji , skočiti dole , jer biti pisati : anđeo svoj zapovijedića za ti , i uzeti ti na ruka , da kako ne zapeti za kamen noga svoj ."
Матеј,4,7,А Исус му рече: И ово је написано: Немој кушати Господа Бога својега.,a Isus on reći : i ovaj biti napisati : moći kušati Gospod Bog svoj .
Матеј,4,8,"Опет га узе ђаво и одведе на гору врло високу, и показа му сва царства овога свијета и славу њихову,","opet on uzeti đavo i odvesti na gora vrlo visok , i pokaz on sav carstvo ovaj svet i slava njihov ,"
Матеј,4,9,И рече му: Све ово даћу теби ако паднеш и поклониш ми се.,i reći on : sav ovaj dati ti ako pasti i pokloniti ja sebe .
Матеј,4,10,"Тада му Исус рече: Иди од мене, Сатано, јер је написано: Господу Богу своме клањај се и њему јединоме служи!","tada on Isus reći : ići od ja , satana , jer biti napisati : Gospod Bog svoj klanjati sebe i on jedini služiti !"
Матеј,4,11,"Тада га ђаво остави, и гле, анђели приступише и служаху му.","tada on đavo ostaviti , i gle , anđeo pristupiti i služiti on ."
Матеј,4,12,"А када чу Исус да је Јован предан, отиде у Галилеју.","a kada čuti Isus da biti Jovan predati , otići u Galilej ."
Матеј,4,13,"И оставивши Назарет, дође и настани се у Капернауму приморскоме, у крајевима Завулоновим и Нефталимовим,","i ostaviti Nazaret , doći i nastaniti sebe u Kapernaum primorski , u kraj Zavulonovim i Neftalimov ,"
Матеј,4,14,Да се испуни што је рекао пророк Исаија говорећи:,da sebe ispuniti što biti reći prorok Isaija govoriti :
Матеј,4,15,"Земља Завулонова и земља Нефталимова, на путу к мору с оне стране Јордана, Галилеја незнабожачка;","zemlja Zavulonova i zemlja Neftalimova , na put k more sa onaj strana Jordan , Galilej neznabožački ;"
Матеј,4,16,"Народ који сједи у тами видје свјетлост велику, и онима који сједе у области и сјени смрти, свјетлост засија.","narod koji sedeti u tama videti svetlost velik , i onaj koji sedeti u oblast i sjena smrt , svetlost zasijati ."
Матеј,4,17,"Од тада поче Исус проповиједати и говорити: Покајте се, јер се приближило Царство небеско.","od tada početi Isus propovedati i govoriti : pokajati sebe , jer sebe približiti carstvo nebeski ."
Матеј,4,18,"А идући покрај мора Галилејског видје два брата. Симона, званога Петар, и Андреја, брата његова, гдје бацају мрежу у море, јер бијаху рибари.","a ići pokraj more galilejski videti dva brat . Simona , zvan Petar , i Andrej , brat njegov , gde bacati mreža u more , jer biti ribar ."
Матеј,4,19,И рече им: Хајдете за мном и учинићу вас ловцима људи.,i reći oni : Hajdeti za ja i učiniti vi lovac čovek .
Матеј,4,20,А они одмах оставише мреже и пођоше за њим.,a oni odmah ostaviti mreža i poći za on .
Матеј,4,21,"И отишавши одатле видје друга два брата, Јакова Зеведејева и Јована брата његова, у лађи са Зеведејем, оцем њиховим, гдје крпе мреже своје, и позва их.","i otići odatle videti drugi dva brat , Jakov Zevedejev i Jovan brat njegov , u lađa sa Zevedeja , otac njihov , gde krpa mreža svoj , i pozvati oni ."
Матеј,4,22,А они одмах оставише лађу и оца својега и пођоше за њим.,a oni odmah ostaviti lađa i otac svoj i poći za on .
Матеј,4,23,"И прохођаше Исус по свој Галилеји учећи по синагогама њиховим, и проповиједајући јеванђеље о Царству, и исцјељујући сваку болест и сваку немоћ у народу.","i prohođati Isus po svoj Galileja učiti po sinagoga njihov , i propovedati jevanđelje o carstvo , i isceljivati svaki bolest i svaki nemoć u narod ."
Матеј,4,24,"И отиде глас о њему по свој Сирији; и приведоше му све болеснике, разним болестима и мукама обузете, и бјесомучне, и мјесечаре, и одузете, и исцијели их.","i otići glas o on po svoj Sirija ; i privesti on sav bolesnik , razni bolest i muka obuzeti , i besomučan , i mesečar , i oduzeti , i isceliti oni ."
Матеј,4,25,"И за њим иђаше народа много из Галилеје, и из Декапоља, и из Јерусалима, и Јудеје и испреко Јордана.","i za on ići narod mnogo iz Galileja , i iz Dekapolj , i iz Jerusali , i Judeja i Ispreko Jordan ."
Матеј,5,1,"А кад он видје народ многи, попе се на гору, и сједе, и приступише му ученици његови.","a kad on videti narod mnogi , pop sebe na gora , i sedeti , i pristupiti on učenik njegov ."
Матеј,5,2,И отворивши уста своја учаше их говорећи:,i otvoriti usta svoj učiti oni govoriti :
Матеј,5,3,"Блажени сиромашни духом, јер је њихово Царство небеско;","blažen siromašan duh , jer biti njihov carstvo nebeski ;"
Матеј,5,4,"Блажени који плачу, јер ће се утјешити;","blažen koji plakati , jer hteti sebe utešiti ;"
Матеј,5,5,"Блажени кротки, јер ће наслиједити земљу;","blažen krotak , jer hteti naslediti zemlja ;"
Матеј,5,6,"Блажени гладни и жедни правде, јер ће се наситити;","blažen gladan i žedan pravda , jer hteti sebe nasititi ;"
Матеј,5,7,"Блажени милостиви, јер ће бити помиловани;","blažen milostiv , jer hteti biti pomilovati ;"
Матеј,5,8,"Блажени чисти срцем, јер ће Бога видјети;","blažen čist srce , jer hteti Bog videti ;"
Матеј,5,9,"Блажени миротворци, јер ће се синови Божији назвати;","blažen mirotvorac , jer hteti sebe sin božiji nazvati ;"
Матеј,5,10,"Блажени прогнани правде ради, јер је њихово Царство небеско.","blažen prognan pravda raditi , jer biti njihov carstvo nebeski ."
Матеј,5,11,"Блажени сте када вас срамоте и прогоне и лажући говоре против вас свакојаке рђаве ријечи, због мене.","blažen biti kada vi sramotiti i progon i lagati govoriti protiv vi svakojak rđav reč , zbog ja ."
Матеј,5,12,"Радујте се и веселите се, јер је велика плата ваша на небесима, јер су тако прогонили и пророке прије вас.","radovati sebe i veseliti sebe , jer biti velik plata vaš na nebesa , jer biti tako progoniti i prorok pre vi ."
Матеј,5,13,"Ви сте со земљи: ако со обљутави, чиме ће се осолити? Она већ неће бити ни за шта осим да се проспе напоље и да је људи погазе.","vi biti so zemlja : ako sol obljutaviti , što hteti sebe osoliti ? on već hteti biti ni za što osim da sebe prosuti napolje i da biti čovek pogaziti ."
Матеј,5,14,Ви сте свјетлост свијету; не може се град сакрити кад на гори стоји.,vi biti svetlost svet ; ne moći sebe grad sakriti kad na gora stajati .
Матеј,5,15,"Нити се ужиже свјетиљка и меће под суд него на свијећњак, те свијетли свима који су у кући.","niti sebe užizati svetiljka i metati pod sud nego na svećnjak , te svetao sav koji biti u kuća ."
Матеј,5,16,"Тако да се свијетли свјетлост ваша пред људима, да виде ваша добра дјела и прославе Оца вашега који је на небесима.","tako da sebe svetliti svetlost vaš pred čovek , da videti vaš dobar delo i proslava otac vaš koji biti na nebesa ."
Матеј,5,17,Не мислите да сам дошао да укинем Закон или Пророке: нисам дошао да укинем него да испуним.,ne misliti da biti doći da ukinuti zakon ili prorok : biti doći da ukinuti nego da ispuniti .
Матеј,5,18,"Јер заиста вам кажем: Док не прође небо и земља, неће нестати ни најмањега словца или једне црте из Закона док се све не збуде.","jer zaista vi kazati : dok ne proći nebo i zemlja , hteti nestati ni malen slovce ili jedan crta iz zakon dok sebe sav ne zbuditi ."
Матеј,5,19,"Ако, дакле, ко укине једну од ових најмањих заповијести и научи тако људе, назваће се најмањи у Царству небескоме; а ко изврши и научи, тај ће се велики назвати у Царству небескоме.","ako , dakle , tko ukinuti jedan od ovaj malen zapovest i naučiti tako čovek , nazvati sebe malen u carstvo nebeski ; a tko izvršiti i naučiti , taj hteti sebe velik nazvati u carstvo nebeski ."
Матеј,5,20,"Јер вам кажем да, ако не буде правда ваша већа него правда књижевника и фарисеја, нећете ући у Царство небеско.","jer vi kazati da , ako ne biti pravda vaš velik nego pravda književnik i farisej , hteti ući u carstvo nebeski ."
Матеј,5,21,"Чули сте како је казано старима: Не убиј: јер ко убије, биће крив суду.","čuti biti kako biti kazati star : ne ubiti : jer tko ubiti , biti kriv sud ."
Матеј,5,22,"А ја вам кажем да ће сваки који се гњеви на брата свога ни за што, бити крив суду; а ако ли ко рече брату своме: ""Рака!"" биће крив синедриону; а ко рече: ""Будало!"" биће крив паклу огњеноме.","a ja vi kazati da hteti svaki koji sebe gnjeviti na brat svoj ni za što , biti kriv sud ; a ako li tko reći brat svoj : "" rak ! "" biti kriv sinedriona ; a tko reći : "" budala ! "" biti kriv pakao ognjen ."
Матеј,5,23,"Ако, дакле, принесеш дар свој жртвенику, и ондје се сјетиш да брат твој има нешто против тебе,","ako , dakle , prineti dar svoj žrtvenik , i onde sebe setiti da brat tvoj imati nešto protiv ti ,"
Матеј,5,24,"Остави ондје дар свој пред жртвеником, и иди те се најприје помири са братом својим, па онда дођи и принеси дар свој.","ostaviti onde dar svoj pred žrtvenik , i ići ti sebe najpre pomiriti sa brat svoj , pa onda doći i prineti dar svoj ."
Матеј,5,25,"Мири се са супарником својим брзо, док си на путу с њим, да те супарник не преда судији, а судија да те не преда слуги и у тамницу да те не вргну.","miriti sebe sa suparnik svoj brzo , dok biti na put sa on , da ti suparnik ne predati sudija , a sudija da ti ne predati sluga i u tamnica da ti ne vrći ."
Матеј,5,26,Заиста ти кажем: Нећеш изићи оданде док не даш до посљедњега новчића.,zaista ti kazati : hteti izići odande dok ne dati do poslednji novčić .
Матеј,5,27,Чули сте како је казано старима: Не чини прељубу.,čuti biti kako biti kazati star : ne činiti preljub .
Матеј,5,28,"А ја вам кажем да сваки који погледа на жену са жељом за њом, већ је учинио прељубу са њом у срцу своме.","a ja vi kazati da svaki koji pogledati na žena sa želja za on , već biti učiniti preljub sa on u srce svoj ."
Матеј,5,29,"А ако те око твоје десно саблажњава, ископај га и баци од себе; јер ти је боље да погине један од удова твојих неголи све тијело твоје да буде бачено у пакао.","a ako ti oko tvoj desno sablažnjavati , iskopati on i baciti od sebe ; jer ti biti dobro da poginuti jedan od ud tvoj negoli sav telo tvoj da biti baciti u pakao ."
Матеј,5,30,"Ако ли те десна рука твоја саблажњава, одсијеци је и баци од себе; јер ти је боље да погине један од удова твојих неголи да све тијело твоје буде бачено у пакао.","ako li ti desni ruka tvoj sablažnjavati , odsek biti i baciti od sebe ; jer ti biti dobro da poginuti jedan od ud tvoj negoli da sav telo tvoj biti baciti u pakao ."
Матеј,5,31,"Тако је казано: Ко отпусти жену своју, нека јој да књигу отпусну.","tako biti kazati : tko otpustiti žena svoj , neka on da knjiga otpusni ."
Матеј,5,32,"А ја вам кажем да сваки који отпусти жену своју, осим због прељубе, наводи је да чини прељубу; и који се ожени отпуштеницом, прељубу чини.","a ja vi kazati da svaki koji otpustiti žena svoj , osim zbog preljub , navoditi biti da činiti preljub ; i koji sebe oženiti otpuštenica , preljub činiti ."
Матеј,5,33,"Још сте чули како је казано старима: Не куни се криво, а испуни што си се Господу заклео.","još biti čuti kako biti kazati star : ne kleti sebe krivo , a ispuniti što biti sebe Gospod zakleti ."
Матеј,5,34,"А ја вам кажем: Не куните се никако: ни небом, јер је пријесто Божији;","a ja vi kazati : ne kleti sebe nikako : ni nebo , jer biti prijesto božiji ;"
Матеј,5,35,"Ни земљом, јер је подножје ногама његовим; ни Јерусалимом, јер је град великога Цара.","ni zemlja , jer biti podnožje noga njegov ; ni Jerusalim , jer biti grad velik car ."
Матеј,5,36,"Ни главом својом не куни се, јер не можеш ни длаку једну бијелом или црном учинити.","ni glava svoj ne kleti sebe , jer ne moći ni dlaka jedan bijel ili crn učiniti ."
Матеј,5,37,"Дакле, нека буде ријеч ваша: да, да; не, не; а што је више од тога од злога је.","dakle , neka biti reč vaš : da , da ; ne , ne ; a što biti mnogo od taj od zao biti ."
Матеј,5,38,"Чули сте да је казано: Око за око, и зуб за зуб.","čuti biti da biti kazati : oko za oko , i zub za zub ."
Матеј,5,39,"А ја вам кажем да се не противите злу, него ако те ко удари по десном образу твом, окрени му и други;","a ja vi kazati da sebe ne protiviti zlo , nego ako ti tko udariti po desni obraz tvoj , okrenuti on i drugi ;"
Матеј,5,40,"И који хоће да се суди с тобом и кошуљу твоју да узме, подај му и хаљину;","i koji hteti da sebe suditi sa ti i košulja tvoj da uzeti , podati on i haljina ;"
Матеј,5,41,"И ако те ко потјера једну миљу, иди с њим двије.","i ako ti tko poterati jedan milja , ići sa on dva ."
Матеј,5,42,"Који иште у тебе, подај му; и који хоће од тебе да позајми, не одреци му.","koji iskati u ti , podati on ; i koji hteti od ti da pozajmiti , ne odreći on ."
Матеј,5,43,"Чули сте да је казано: Љуби ближњега својега, и мрзи непријатеља својега.","čuti biti da biti kazati : ljubiti bližnji svoj , i mrziti neprijatelj svoj ."
Матеј,5,44,"А ја вам кажем: Љубите непријатеље своје, благосиљајте оне који вас куну, чините добро онима који вас мрзе и молите се за оне који вас вријеђају и гоне,","a ja vi kazati : ljubiti neprijatelj svoj , blagosiljati onaj koji vi kleti , činiti dobro onaj koji vi mrziti i moliti sebe za onaj koji vi vređati i goniti ,"
Матеј,5,45,Да будете синови Оца својега који је на небесима; јер Он својим сунцем обасјава и зле и добре; и даје дажд праведнима и неправеднима.,da biti sin otac svoj koji biti na nebesa ; jer on svoj sunce obasjavati i zao i dobar ; i davati dažd pravedan i nepravedan .
