book,chapter,verse,text,lemmatized
Постанак,1,18,"И да управљају даном и ноћу, и да дијеле свјетлост од таме. И видје Бог да је добро.","i da upravljati dan i noću , i da deliti svetlost od tama . i videti Bog da biti dobar ."
Постанак,1,19,"И би вече и би јутро, дан четврти.","i biti veče i biti jutro , dan četvrti ."
Постанак,1,20,"Потом рече Бог: нека врве по води живе душе, и птице нека лете изнад земље под свод небески.","potom reći Bog : neki vrveti po voda živeti duša , i ptica neka letiti iznad zemlja pod svod nebeski ."
Постанак,1,21,"И створи Бог китове велике и све живе душе што се мичу, што проврвјеше по води по врстама својим, и све птице крилате по врстама њиховијем. И видје Бог да је добро;","i stvoriti Bog kit velik i sav živeti duša što sebe micati , što provrviti po voda po vrsta svoj , i sav ptica krilat po vrsta njihov . i videti Bog da biti dobar ;"
Постанак,1,22,"И благослови их Бог говорећи: рађајте се и множите се, и напуните воду по морима, и птице нека се множе на земљи.","i blagosloviti oni Bog govoriti : rađati sebe i množiti sebe , i napuniti voda po more , i ptica neka sebe množiti na zemlja ."
Постанак,1,23,"И би вече и би јутро, дан пети.","i biti veče i biti jutro , dan peti ."
Постанак,1,24,"Потом рече Бог: нека земља пусти из себе душе живе по врстама њиховијем, стоку и ситне животиње и звијери земаљске по врстама њиховијем. И би тако.","potom reći Bog : neki zemlja pustiti iz sebe duša živeti po vrsta njihov , stoka i sitan životinja i zver zemaljski po vrsta njihov . i biti tako ."
Постанак,1,25,"И створи Бог звијери земаљске по врстама њиховијем, и стоку по врстама њезинијем, и све ситне животиње на земљи по врстама њиховијем. И видје Бог да је добро.","i stvoriti Bog zver zemaljski po vrsta njihov , i stoka po vrsta njezin , i sav sitan životinja na zemlja po vrsta njihov . i videti Bog da biti dobar ."
Постанак,1,26,"Потом рече Бог: да начинимо човјека по својему обличју, као што смо ми, који ће бити господар од риба морских и од птица небеских и од стоке и од цијеле земље и од свијех животиња што се мичу по земљи.","potom reći Bog : da načiniti čovek po svoj obličje , kao što biti ja , koji hteti biti gospodar od riba morski i od ptica nebeski i od stoka i od cel zemlja i od svij životinja što sebe micati po zemlja ."
Постанак,1,27,"И створи Бог човјека по обличју својему, по обличју Божијему створи га; мушко и женско створи их.","i stvoriti Bog čovek po obličje svoj , po obličje božiji stvoriti on ; muški i ženski stvoriti oni ."
Постанак,1,28,"И благослови их Бог, и рече им Бог: рађајте се и множите се, и напуните земљу, и владајте њом, и будите господари од риба морских и од птица небеских и од свега звјериња што се миче по земљи.","i blagosloviti oni Bog , i reći oni Bog : rađati sebe i množiti sebe , i napuniti zemlja , i vladati on , i buditi gospodar od riba morski i od ptica nebeski i od sve zverinje što sebe micati po zemlja ."
Постанак,1,29,"И још рече Бог: ево, дао сам вам све биље што носи сјеме по свој земљи, и сва дрвета родна која носе сјеме; то ће вам бити за храну.","i još reći Bog : evo , dati biti vi sav bilje što nositi sjeme po svoj zemlja , i sav drvo rodan koji nositi sjeme ; taj hteti vi biti za hrana ."
Постанак,1,30,"А свјему звјерињу земаљском и свјема птицама небеским и свјему што се миче на земљи и у чем има душа жива, дао сам сву траву да једу. И би тако.","a svjemati zverinje zemaljski i svji ptica nebeski i svjem što sebe micati na zemlja i u što imati duša živ , dati biti sav trava da jesti . i biti tako ."
Постанак,1,31,"Тада погледа Бог све што је створио, и гле, добро бјеше веома. И би вече и би јутро, дан шести.","tada pogled Bog sav što biti stvoriti , i gle , dobro biti veoma . i biti veče i biti jutro , dan šesti ."
Постанак,2,1,Тако се доврши небо и земља и сва војска њихова.,tako sebe dovršiti nebo i zemlja i sav vojska njihov .
Постанак,2,2,"И сврши Бог до седмога дана дјела своја, која учини; и почину у седми дан од свијех дјела својих, која учини;","i svršiti Bog do sedmi dan delo svoj , koji učiniti ; i počinuti u sedmi dan od svij delo svoj , koji učiniti ;"
Постанак,2,3,"И благослови Бог седми дан, и посвети га, јер у тај дан почину од свијех дјела својих, која учини;","i blagosloviti Bog sedmi dan , i posvetiti on , jer u taj dan počinuti od svij delo svoj , koji učiniti ;"
Постанак,2,4,"То је постање неба и земље, кад посташе, кад Господ Бог створи земљу и небо,","taj biti postanje nebo i zemlja , kad postati , kad Gospod Bog stvoriti zemlja i nebo ,"
Постанак,2,5,"И сваку биљку пољску, докле је још не бјеше на земљи, и сваку травку пољску докле још не ницаше; јер Господ Бог још не пусти дажда на земљу, нити бјеше човјека да ради земљу,","i svaki biljka poljski , dokle biti još ne biti na zemlja , i svaki travka poljski dokle još ne nicati ; jer Gospod Bog još ne pustiti dažd na zemlja , niti biti čovek da raditi zemlja ,"
Постанак,2,6,Али се подизаше пара са земље да натапа сву земљу.,ali sebe podizati para sa zemlja da natapati sav zemlja .
Постанак,2,7,"А створи Господ Бог човјека од праха земаљскога, и дуну му у нос дух животни; и поста човјек душа жива.","a stvoriti Gospod Bog čovek od prah zemaljski , i Duno on u nos duh životan ; i post čovek duša živ ."
Постанак,2,8,"И насади Господ Бог врт у Едему на истоку; и ондје намјести човјека, којега створи.","i nasaditi Gospod Bog vrt u edem na istok ; i onde namestiti čovek , koji stvoriti ."
Постанак,2,9,"И учини Господ Бог, те никоше из земље свакојака дрвета лијепа за гледање и добра за јело, и дрво од живота усред врта и дрво од знања добра и зла.","i učiniti Gospod Bog , te nići iz zemlja svakojak drvo lep za gledanje i dobar za jelo , i drvo od život usred vrt i drvo od znanje dobar i zlo ."
Постанак,2,10,"А вода тецијаше из Едема натапајући врт, и оданде се дијељаше у четири ријеке.","a voda teći iz edem natapati vrt , i odande sebe deliti u četiri reka ."
Постанак,2,11,"Једној је име Фисон, она тече око цијеле земље Евилске, а ондје има злата,","jedan biti ime Fison , on teći oko cel zemlja Evilska , a onde imati zlato ,"
Постанак,2,12,И злато је оне земље врло добро; ондје има и бдела и драгога камена ониха.,i zlato biti onaj zemlja vrlo dobro ; onde imati i bdeti i drag kamen oniha .
Постанак,2,13,"А другој је ријеци име Геон, она тече око цијеле земље Хуске.","a drugi biti reka ime Geon , on teći oko cel zemlja Huska ."
Постанак,2,14,"А трећој је ријеци име Хидекел, она тече к Асирској. А четврта је ријека Ефрат.","a treći biti reka ime Hidekel , on teći k asirski . a četvrti biti reka Efrat ."
Постанак,2,15,"И узевши Господ Бог човјека намјести га у врту Едемском, да га ради и да га чува.","i uzeti Gospod Bog čovek namestiti on u vrt Edemski , da on raditi i da on čuvati ."
Постанак,2,16,И запријети Господ Бог човјеку говорећи: једи слободно са свакога дрвета у врту;,i zapretiti Gospod Bog čovek govoriti : jesti slobodno sa svaki drvo u vrt ;
Постанак,2,17,"Али с дрвета од знања добра и зла, с њега не једи; јер у који дан окусиш с њега, умријећеш.","ali sa drvo od znanje dobar i zlo , sa on ne jesti ; jer u koji dan okusiti sa on , umreti ."
Постанак,2,18,И рече Господ Бог: није добро да је човјек сам; да му начиним друга према њему.,i reći Gospod Bog : biti dobar da biti čovek biti ; da on načiniti drugi prema on .
Постанак,2,19,"Јер Господ Бог створи од земље све звијери пољске и све птице небеске, и доведе к Адаму да види како ће коју назвати, па како Адам назове коју животињу онако да јој буде име;","jer Gospod Bog stvoriti od zemlja sav zver poljski i sav ptica nebeski , i dovesti k Adam da videti kako hteti koji nazvati , pa kako Adam nazvati koji životinja onako da on biti ime ;"
Постанак,2,20,И Адам надједе име сваком живинчету и свакој птици небеској и свакој звијери пољској; али се не нађе Адаму друг према њему.,i Adam nađesti ime svaki živinče i svaki ptica nebeski i svaki zver poljski ; ali sebe ne naći Adam drug prema on .
Постанак,2,21,"И Господ Бог пусти тврд сан на Адама, те заспа; па му узе једно ребро, и мјесто попуни месом;","i Gospod Bog pustiti tvrd san na Adam , te zaspati ; pa on uzeti jedan rebro , i mesto popuniti meso ;"
Постанак,2,22,"И Господ Бог створи жену од ребра, које узе Адаму, и доведе је к Адаму.","i Gospod Bog stvoriti žena od rebro , koji uzeti Adam , i dovesti biti k Adam ."
Постанак,2,23,"А Адам рече: сада ето кост од мојих кости, и тијело од мојега тијела. Нека јој буде име човјечица, јер је узета од човјека.","a Adam reći : sada eto kost od moj kost , i telo od moj telo . neka on biti ime čovječica , jer biti uzeti od čovek ."
Постанак,2,24,"За то ће оставити човјек оца својега и матер своју, и прилијепиће се к жени својој, и биће двоје једно тијело.","za taj hteti ostaviti čovek otac svoj i mater svoj , i prilepiti sebe k žena svoj , i biti dvoje jedan telo ."
Постанак,2,25,"А бјеху обоје голи, Адам и жена му, и не бјеше их срамота.","a biti oboje gol , Adam i žena on , i ne biti oni sramota ."
Постанак,3,1,"Али змија бјеше лукава мимо све звијери пољске, које створи Господ Бог; па рече жени: је ли истина да је Бог казао да не једете са свакога дрвета у врту?","ali zmija biti lukav mimo sav zver poljski , koji stvoriti Gospod Bog ; pa reći žena : biti li istina da biti Bog kazati da ne jesti sa svaki drvo u vrt ?"
Постанак,3,2,А жена рече змији: ми једемо рода са свакога дрвета у врту;,a žena reći zmija : mi jesti rod sa svaki drvo u vrt ;
Постанак,3,3,"Само рода с онога дрвета усред врта, казао је Бог, не једите и не дирајте у њ, да не умрете.","samo rod sa onaj drvo usred vrt , kazati biti Bog , ne jediti i ne dirati u on , da ne umreti ."
Постанак,3,4,А змија рече жени: нећете ви умријети;,a zmija reći žena : hteti vi umreti ;
Постанак,3,5,"Него зна Бог да ће вам се у онај дан кад окусите с њега отворити очи, па ћете постати као богови и знати што је добро што ли зло.","nego znati Bog da hteti vi sebe u onaj dan kad okusiti sa on otvoriti oko , pa hteti postati kao bog i znati što biti dobar što li zlo ."
Постанак,3,6,"И жена видећи да је род на дрвету добар за јело и да га је милина гледати и да је дрво врло драго ради знања, узабра рода с њега и окуси, па даде и мужу својему, те и он окуси.","i žena videti da biti rod na drvo dobar za jelo i da on biti milina gledati i da biti drvo vrlo drago radi znanje , uzabar rod sa on i okusiti , pa dati i muž svoj , te i on okusiti ."
Постанак,3,7,"Тада им се отворише очи, и видјеше да су голи; па сплетоше лишћа смокова и начинише себи прегаче.","tada oni sebe otvoriti oko , i videti da biti gol ; pa splesti lišće smok i načiniti sebe pregača ."
Постанак,3,8,"И зачуше глас Господа Бога, који иђаше по врту кад захлади; и сакри се Адам и жена му испред Господа Бога међу дрвета у врту.","i začuti glas Gospod Bog , koji ići po vrt kad zahladiti ; i sakriti sebe Adam i žena on ispred Gospod Bog među drvo u vrt ."
Постанак,3,9,А Господ Бог викну Адама и рече му: гдје си?,a Gospod Bog viknuti Adam i reći on : gde biti ?
Постанак,3,10,"А он рече: чух глас твој у врту, па се поплаших, јер сам го, те се сакрих.","a on reći : čuti glas tvoj u vrt , pa sebe poplašiti , jer biti GO , te sebe sakriti ."
Постанак,3,11,А Бог рече: ко ти каза да си го? да нијеси јео с онога дрвета што сам ти забранио да не једеш с њега?,a Bog reći : tko ti kazati da biti GO ? da biti jesti sa onaj drvo što biti ti zabraniti da ne jesti sa on ?
Постанак,3,12,"А Адам рече: жена коју си удружио са мном, она ми даде с дрвета, те једох.","a Adam reći : žena koji biti udružiti sa ja , on ja dati sa drvo , te jesti ."
Постанак,3,13,"А Господ Бог рече жени: зашто си то учинила? А жена одговори: змија ме превари, те једох.","a Gospod Bog reći žena : zašto biti taj učiniti ? a žena odgovoriti : zmija ja prevariti , te jesti ."
Постанак,3,14,"Тада рече Господ Бог змији: кад си то учинила, да си проклета мимо свако живинче и мимо све звијери пољске; на трбуху да се вучеш и прах да једеш до својега вијека.","tada reći Gospod Bog zmija : kad biti taj učiniti , da biti proklet mimo svaki živinče i mimo sav zver poljski ; na trbuh da sebe vući i prah da jesti do svoj vek ."
Постанак,3,15,И још мећем непријатељство између тебе и жене и између сјемена твојега и сјемена њезина; оно ће ти на главу стајати а ти ћеш га у пету уједати.,i još metati neprijateljstvo između ti i žena i između sjeme tvoj i sjeme njezin ; on hteti ti na glava stajati a ti hteti on u peti ujedati .
Постанак,3,16,"А жени рече: теби ћу многе муке задати кад затрудниш, с мукама ћеш дјецу рађати, и воља ће твоја стајати под влашћу мужа твојега, и он ће ти бити господар.","a žena reći : ti hteti mnogi muka zadati kad zatrudneti , sa muka hteti dete rađati , i volja hteti tvoj stajati pod vlast muž tvoj , i on hteti ti biti gospodar ."
Постанак,3,17,"Па онда рече Адаму: што си послушао жену и окусио с дрвета с којега сам ти забранио рекавши да не једеш с њега, земља да је проклета с тебе; с муком ћеш се од ње хранити до својега вијека;","pa onda reći Adam : što biti poslušati žena i okusiti sa drvo sa koji biti ti zabraniti reći da ne jesti sa on , zemlja da biti proklet sa ti ; sa muka hteti sebe od on hraniti do svoj vek ;"
Постанак,3,18,"Трње и коров ће ти рађати, а ти ћеш јести зеље пољско;","trnje i korov hteti ti rađati , a ti hteti jesti zelje poljski ;"
Постанак,3,19,"Са знојем лица својега јешћеш хљеб, докле се не вратиш у земљу од које си узет; јер си прах, и у прах ћеш се вратити.","sa znoj lice svoj jesti hleb , dokle sebe ne vratiti u zemlja od koji biti uzeti ; jer biti prah , i u prah hteti sebe vratiti ."
Постанак,3,20,"И Адам надједе жени својој име Јева, зато што је она мати свјема живима.","i Adam nađesti žena svoj ime Jeva , zato što biti on Mati svji živ ."
Постанак,3,21,"И начини Господ Бог Адаму и жени његовој хаљине од коже, и обуче их у њих.","i način Gospod Bog Adam i žena njegov haljina od koža , i obući oni u oni ."
Постанак,3,22,"И рече Господ Бог: ето, човјек поста као један од нас знајући што је добро што ли зло; али сада да не пружи руке своје и узбере и с дрвета од живота, и окуси, те до вијека живи!","i reći Gospod Bog : eto , čovek post kao jedan od mi znati što biti dobar što li zlo ; ali sada da ne pružiti ruka svoj i uzber i sa drvo od život , i okusiti , te do vek živeti !"
Постанак,3,23,"И Господ Бог изагна га из врта Едемскога да ради земљу, од које би узет;","i Gospod Bog izagnati on iz vrt edemski da raditi zemlja , od koji biti uzeti ;"
Постанак,3,24,"И изагнав човјека постави пред вртом Едемским херувима, с пламенијем мачем, који се вијаше и тамо и амо, да чува пут ка дрвету од живота.","i izagnav čovek postaviti pred vrt edemski heruvim , sa plamen mač , koji sebe vijati i tamo i amo , da čuvati put k drvo od život ."
Постанак,4,1,"Иза тога Адам позна Јеву жену своју, а она затрудње и роди Кајина, и рече: добих човјека од Господа.","iza taj Adam poznati Jev žena svoj , a on zatrudneti i roditi Kajin , i reći : dobiti čovek od Gospod ."
Постанак,4,2,И роди опет брата његова Авеља. И Авељ поста пастир а Кајин ратар.,i roditi opet brat njegov Avelj . i Avelj post pastir a Kajin ratar .
Постанак,4,3,"А послије некога времена догоди се, те Кајин принесе Господу принос од рода земаљскога;","a posle neki vreme dogoditi sebe , te Kajin prineti Gospod prinos od rod zemaljski ;"
Постанак,4,4,"А и Авељ принесе од првина стада својега и од њихове претилине. И Господ погледа на Авеља и на његов принос,","a i Avelj prineti od prvina stado svoj i od njihov pretilina . i Gospod pogled na Avelj i na njegov prinos ,"
Постанак,4,5,"А на Кајина и на његов принос не погледа. Зато се Кајин расрди веома, и лице му се промијени.","a na Kajin i na njegov prinos ne pogledati . zato sebe Kajin rasrditi veoma , i lice on sebe promeniti ."
Постанак,4,6,Тада рече Господ Кајину: што се срдиш? што ли ти се лице промијени?,tada reći Gospod Kajin : što sebe srditi ? što li ti sebe lice promeniti ?
Постанак,4,7,"Нећеш ли бити мио, кад добро чиниш? а кад не чиниш добро, гријех је на вратима. А воља је његова под твојом влашћу, и ти си му старији.","hteti li biti mio , kad dobro činiti ? a kad ne činiti dobro , grijeh biti na vrata . a volja biti njegov pod tvoj vlast , i ti biti on star ."
Постанак,4,8,"Послије говораше Кајин с Авељем братом својим. Али кад бијаху у пољу, скочи Кајин на Авеља брата својега, и уби га.","posle govoriti Kajin sa Avelje brat svoj . ali kad biti u polje , skočiti Kajin na Avelj brat svoj , i ubiti on ."
Постанак,4,9,Тада рече Господ Кајину: гдје ти је брат Авељ? А он одговори: не знам; зар сам ја чувар брата својега?,tada reći Gospod Kajin : gde ti biti brat Avelj ? a on odgovoriti : ne znati ; zar biti ja čuvar brat svoj ?
Постанак,4,10,А Бог рече: шта учини! глас крви брата твојега виче са земље к мени.,a Bog reći : što učiniti ! glas krv brat tvoj vikati sa zemlja k ja .
Постанак,4,11,"И сада, да си проклет на земљи, која је отворила уста своја да прими крв брата твојега из руке твоје.","i sada , da biti proklet na zemlja , koji biti otvoriti usta svoj da primiti krv brat tvoj iz ruka tvoj ."
Постанак,4,12,"Кад земљу узрадиш, неће ти више давати блага својега. Бићеш потукач и бјегунац на земљи.","kad zemlja uzraditi , hteti ti mnogo davati blago svoj . biti potukač i begunac na zemlja ."
Постанак,4,13,А Кајин рече Господу: кривица је моја велика да ми се не може опростити.,a Kajin reći Gospod : krivica biti moj velik da ja sebe ne moći oprostiti .
Постанак,4,14,"Ево ме тјераш данас из ове земље да се кријем испред тебе, и да се скитам и потуцам по земљи, па ће ме убити ко ме удеси.","evo ja terati danas iz ovaj zemlja da sebe kriti ispred ti , i da sebe skitati i potucati po zemlja , pa hteti ja ubiti tko ja udesiti ."
Постанак,4,15,"А Господ му рече: зато ко убије Кајина, седам ће се пута то покајати. И начини Господ знак на Кајину да га не убије ко га удеси.","a Gospod on reći : zato tko ubiti Kajin , sedam hteti sebe puta taj pokajati . i način Gospod znak na Kajin da on ne ubiti tko on udesiti ."
Постанак,4,16,"И отиде Кајин испред Господа, и насели се у земљи Наидској на истоку према Едему.","i otići Kajin ispred Gospod , i naseliti sebe u zemlja naidski na istok prema edem ."
Постанак,4,17,"И позна Кајин жену своју, а она затрудње и роди Еноха. И сазида град и прозва га по имену сина својега Енох.","i poznati Kajin žena svoj , a on zatrudneti i roditi Enoh . i sazidati grad i prozvati on po ime sin svoj Enoh ."
Постанак,4,18,А Еноху роди се Гаидад; а Гаидад роди Малелеила; а Малелеило роди Матусала; а Матусал роди Ламеха.,a Enoh roditi sebe Gaidad ; a Gaidad roditi Maleleil ; a Maleleilo roditi Matusala ; a Matusal roditi Lameh .
Постанак,4,19,И узе Ламех двије жене: једној бјеше име Ада а другој Села.,i uzeti Lameh dva žena : jedan biti ime ada a drugi selo .
Постанак,4,20,И Ада роди Јовила; од њега се народише који живе под шаторима и стоку пасу.,i ada roditi Jovil ; od on sebe narodisati koji živeti pod šator i stoka pasti .
Постанак,4,21,А брату његову бјеше име Јувал; од њега се народише гудачи и свирачи.,a brat njegov biti ime Juval ; od on sebe narodisati gudač i svirač .
Постанак,4,22,"А и Села роди Товела, који бјеше вјешт ковати свашта од мједи и од гвожђа; а сестра Товелу бјеше Ноема.","a i selo roditi Tovel , koji biti vešt kovati svašta od mjed i od gvožđe ; a sestra Tovel biti Noema ."
Постанак,4,23,"И рече Ламех својим женама, Ади и Сели: чујте глас мој, жене Ламехове, послушајте ријечи моје: убићу човјека за рану своју и младића за масницу своју.","i reći Lameh svoj žena , ada i seliti : čuti glas moj , žena Lamehova , poslušati reč moj : ubiti čovek za rana svoj i mladić za masnica svoj ."
Постанак,4,24,"Кад ће се Кајин осветити седам пута, Ламех ће седамдесет и седам пута.","kad hteti sebe Kajin osvetiti sedam puta , lameh hteti sedamdeset i sedam puta ."
Постанак,4,25,"А Адам опет позна жену своју, и она роди сина, и надје му име Сит, јер ми, рече, Бог даде другога сина за Авеља, којега уби Кајин.","a Adam opet poznati žena svoj , i on roditi sin , i naći on ime sit , jer ja , reći , Bog dati drugi sin za Avelj , koji ubiti Kajin ."
Постанак,4,26,"И Ситу се роди син, којему надједе име Енос. Тада се поче призивати име Господње.","i sit sebe roditi sin , koji nađesti ime Enos . tada sebe početi prizivati ime Gospodnje ."
Постанак,5,1,"Ово је племе Адамово. Кад Бог створи човјека, по обличју својему створи га.","ovaj biti pleme Adamov . kad Bog stvoriti čovek , po obličje svoj stvoriti on ."
Постанак,5,2,"Мушко и женско створи их, и благослови их, и назва их човјек, кад бише створени.","muški i ženski stvoriti oni , i blagosloviti oni , i nazvati oni čovek , kad biti stvoriti ."
Постанак,5,3,"И поживје Адам сто и тридесет година, и роди сина по обличју својему, као што је он, и надједе му име Сит.","i poživeti Adam sto i trideset godina , i roditi sin po obličje svoj , kao što biti on , i nađesti on ime sit ."
Постанак,5,4,"А родив Сита поживје Адам осам стотина година, рађајући синове и кћери;","a rodivati sit poživeti Adam osam stotina godina , rađati sin i kći ;"
Постанак,5,5,Тако поживје Адам свега девет стотина и тридесет година; и умрије.,tako poživeti Adam svega devet stotina i trideset godina ; i umreti .
Постанак,5,6,"А Сит поживје сто и пет година, и роди Еноса;","a sit poživeti sto i pet godina , i roditi Enosa ;"
Постанак,5,7,"А родив Еноса поживје Сит осам стотина и седам година, рађајући синове и кћери;","a roditi Enosa poživeti sit osam stotina i sedam godina , rađati sin i kći ;"
Постанак,5,8,Тако поживје Сит свега девет стотина и дванаест година; и умрије.,tako poživeti sit sve devet stotina i dvanaest godina ; i umreti .
Постанак,5,9,"А Енос поживје деведесет година, и роди Кајинана;","a Enos poživeti devedeset godina , i roditi Kajinan ;"
Постанак,5,10,"А родив Кајинана поживје Енос осам стотина и петнаест година, рађајући синове и кћери;","a rodivati kajinan poživeti Enos osam stotina i petnaest godina , rađati sin i kći ;"
Постанак,5,11,Тако поживје Енос свега девет стотина и пет година; и умрије.,tako poživeti Enos sve devet stotina i pet godina ; i umreti .
Постанак,5,12,"А Кајинан поживје седамдесет година, и роди Малелеила;","a Kajinan poživeti sedamdeset godina , i roditi Maleleil ;"
Постанак,5,13,"А родив Малелеила поживје Кајинан осам стотина и четрдесет година, рађајући синове и кћери;","a rodivati Maleleila poživeti Kajinan osam stotina i četrdeset godina , rađati sin i kći ;"
Постанак,5,14,Тако поживје Кајинан свега девет стотина и десет година; и умрије.,tako poživeti Kajinan sve devet stotina i deset godina ; i umreti .
Постанак,5,15,"А Малелеило поживје шездесет и пет година, и роди Јареда;","a Maleleilo poživeti šezdeset i pet godina , i roditi Jared ;"
Постанак,5,16,"А родив Јареда поживје Малелеило осам стотина и тридесет година, рађајући синове и кћери;","a roditi Jared poživeti Maleleilo osam stotina i trideset godina , rađati sin i kći ;"
Постанак,5,17,Тако поживје Малелеило свега осам стотина и деведесет и пет година; и умрије.,tako poživeti Maleleilo sve osam stotina i devedeset i pet godina ; i umreti .
Постанак,5,18,"А Јаред поживје сто и шездесет и двије године, и роди Еноха;","a Jared poživeti sto i šezdeset i dva godina , i roditi Enoh ;"
Постанак,5,19,"А родив Еноха поживје Јаред осам стотина година, рађајући синове и кћери;","a roditi Enoh poživeti Jared osam stotina godina , rađati sin i kći ;"
Постанак,5,20,"Тако поживје Јаред свега девет стотина и шездесет и двије године, и умрије.","tako poživeti Jared svega devet stotina i šezdeset i dva godina , i umreti ."
Постанак,5,21,"А Енох поживје шездесет и пет година, и роди Матусала;","a Enoh poživeti šezdeset i pet godina , i roditi Matusala ;"
Постанак,5,22,"А родив Матусала поживје Енох једнако по вољи Божјој триста година, рађајући синове и кћери;","a roditi Matusala poživeti Enoh jednako po volja božji trista godina , rađati sin i kći ;"
Постанак,5,23,Тако поживје Енох свега триста и шездесет и пет година;,tako poživeti Enoh sve trista i šezdeset i pet godina ;
Постанак,5,24,"И живећи Енох једнако по вољи Божјој, нестаде га, јер га узе Бог.","i živeti Enoh jednako po volja božji , nestati on , jer on uzeti Bog ."
Постанак,5,25,"А Матусал поживје сто и осамдесет и седам година, и роди Ламеха;","a Matusal poživeti sto i osamdeset i sedam godina , i roditi Lameh ;"
Постанак,5,26,"А родив Ламеха поживје Матусал седам стотина и осамдесет и двије године, рађајући синове и кћери;","a roditi Lameha poživeti Matusal sedam stotina i osamdeset i dva godina , rađati sin i kći ;"
Постанак,5,27,Тако поживје Матусал свега девет стотина и шездесет и девет година; и умрије.,tako poživeti Matusal sve devet stotina i šezdeset i devet godina ; i umreti .
Постанак,5,28,"А Ламех поживје сто и осамдесет и двије године, и роди сина,","a Lameh poživeti sto i osamdeset i dva godina , i roditi sin ,"
Постанак,5,29,"И надједе му име Ноје говорећи: овај ће нас одморити од посала наших и од труда руку наших на земљи, коју прокле Господ.","i vediti on ime Noje govoriti : ovaj hteti mi odmoriti od posao naš i od trud ruka naš na zemlja , koji prokleti Gospod ."
Постанак,5,30,"А родив Ноја поживје Ламех пет стотина и деведесет и пет година, рађајући синове и кћери;","a roditi noj poživeti Lameh pet stotina i devedeset i pet godina , rađati sin i kći ;"
Постанак,5,31,Тако поживје Ламех свега седам стотина и седамдесет и седам година; и умрије.,tako poživeti Lameh sve sedam stotina i sedamdeset i sedam godina ; i umreti .
Постанак,5,32,"А Ноју кад би пет стотина година, роди Ноје Сима, Хама и Јафета.","a noj kad biti pet stotina godina , roditi Noje Sima , Ham i Jafet ."
