book,chapter,verse,text,lemmatized
Постанак,1,23,"И би вече и би јутро, дан пети.","и би вече и би јутро , дан пети ."
Постанак,1,24,"Потом рече Бог: нека земља пусти из себе душе живе по врстама њиховијем, стоку и ситне животиње и звијери земаљске по врстама њиховијем. И би тако.","потом рече бог : нека земља пусти из себе душе живе по врстама њиховијем , стоку и ситне животиње и звијери земаљске по врстама њиховијем . и би тако ."
Постанак,1,25,"И створи Бог звијери земаљске по врстама њиховијем, и стоку по врстама њезинијем, и све ситне животиње на земљи по врстама њиховијем. И видје Бог да је добро.","и створи бог звијери земаљске по врстама њиховијем , и стоку по врстама њезинијем , и све ситне животиње на земљи по врстама њиховијем . и видје бог да је добро ."
Постанак,1,26,"Потом рече Бог: да начинимо човјека по својему обличју, као што смо ми, који ће бити господар од риба морских и од птица небеских и од стоке и од цијеле земље и од свијех животиња што се мичу по земљи.","потом рече бог : да начинимо човјека по својему обличју , као што смо ми , који ће бити господар од риба морских и од птица небеских и од стоке и од цијеле земље и од свијех животиња што се мичу по земљи ."
Постанак,1,27,"И створи Бог човјека по обличју својему, по обличју Божијему створи га; мушко и женско створи их.","и створи бог човјека по обличју својему , по обличју божијему створи га ; мушко и женско створи их ."
Постанак,1,28,"И благослови их Бог, и рече им Бог: рађајте се и множите се, и напуните земљу, и владајте њом, и будите господари од риба морских и од птица небеских и од свега звјериња што се миче по земљи.","и благослови их бог , и рече им бог : рађајте се и множите се , и напуните земљу , и владајте њом , и будите господари од риба морских и од птица небеских и од свега звјериња што се миче по земљи ."
Постанак,1,29,"И још рече Бог: ево, дао сам вам све биље што носи сјеме по свој земљи, и сва дрвета родна која носе сјеме; то ће вам бити за храну.","и још рече бог : ево , дао сам вам све биље што носи сјеме по свој земљи , и сва дрвета родна која носе сјеме ; то ће вам бити за храну ."
Постанак,1,30,"А свему звјерињу земаљском и свјема птицама небеским и свему што се миче на земљи и у чем има душа жива, дао сам сву траву да једу. И би тако.","а свему звјерињу земаљском и свјема птицама небеским и свему што се миче на земљи и у чем има душа жива , дао сам сву траву да једу . и би тако ."
Постанак,1,31,"Тада погледа Бог све што је створио, и гле, добро бјеше веома. И би вече и би јутро, дан шести.","тада погледа бог све што је створио , и гле , добро бјеше веома . и би вече и би јутро , дан шести ."
Постанак,2,1,Тако се доврши небо и земља и сва војска њихова.,тако се доврши небо и земља и сва војска њихова .
Постанак,2,2,"И сврши Бог до седмога дана дјела своја, која учини; и почину у седми дан од свијех дјела својих, која учини;","и сврши бог до седмога дана дјела своја , која учини ; и почину у седми дан од свијех дјела својих , која учини ;"
Постанак,2,3,"И благослови Бог седми дан, и посвети га, јер у тај дан почину од свијех дјела својих, која учини;","и благослови бог седми дан , и посвети га , јер у тај дан почину од свијех дјела својих , која учини ;"
Постанак,2,4,"То је постање неба и земље, кад посташе, кад Господ Бог створи земљу и небо,","то је постање неба и земље , кад посташе , кад господ бог створи земљу и небо ,"
Постанак,2,5,"И сваку биљку пољску, докле је још не бјеше на земљи, и сваку травку пољску, докле још не ницаше; јер Господ Бог још не пусти дажда на земљу, нити бјеше човјека да ради земљу,","и сваку биљку пољску , докле је још не бјеше на земљи , и сваку травку пољску , докле још не ницаше ; јер господ бог још не пусти дажда на земљу , нити бјеше човјека да ради земљу ,"
Постанак,2,6,Али се подизаше пара са земље да натапа сву земљу.,али се подизаше пара са земље да натапа сву земљу .
Постанак,2,7,"А створи Господ Бог човјека од праха земаљскога, и дуну му у нос дух животни; и поста човјек душа жива.","а створи господ бог човјека од праха земаљскога , и дуну му у нос дух животни ; и поста човјек душа жива ."
Постанак,2,8,"И насади Господ Бог врт у Едему на истоку; и ондје намјести човјека, којега створи.","и насади господ бог врт у едему на истоку ; и ондје намјести човјека , којега створи ."
Постанак,2,9,"И учини Господ Бог, те никоше из земље свакојака дрвета лијепа за гледање и добра за јело, и дрво од живота усред врта и дрво од знања добра и зла.","и учини господ бог , те никоше из земље свакојака дрвета лијепа за гледање и добра за јело , и дрво од живота усред врта и дрво од знања добра и зла ."
Постанак,2,10,"А вода тецијаше из Едема натапајући врт, и оданде се дијељаше у четири ријеке.","а вода тецијаше из едема натапајући врт , и оданде се дијељаше у четири ријеке ."
Постанак,2,11,"Једној је име Фисон, она тече око цијеле земље Евилске, а ондје има злата,","једној је име фисон , она тече око цијеле земље евилске , а ондје има злата ,"
Постанак,2,12,И злато је оне земље врло добро; ондје има и бдела и драгога камена ониха.,и злато је оне земље врло добро ; ондје има и бдела и драгога камена ониха .
Постанак,2,13,"А другој је ријеци име Геон, она тече око цијеле земље Хуске.","а другој је ријеци име геон , она тече око цијеле земље хуске ."
Постанак,2,14,"А трећој је ријеци име Хидекел, она тече к Асирској. А четврта је ријека Ефрат.","а трећој је ријеци име хидекел , она тече к асирској . а четврта је ријека ефрат ."
Постанак,2,15,"И узевши Господ Бог човјека намјести га у врту Едемском, да га ради и да га чува.","и узевши господ бог човјека намјести га у врту едемском , да га ради и да га чува ."
Постанак,2,16,И запријети Господ Бог човјеку говорећи: једи слободно са свакога дрвета у врту;,и запријети господ бог човјеку говорећи : једи слободно са свакога дрвета у врту ;
Постанак,2,17,"Али с дрвета од знања добра и зла, с њега не једи; јер у који дан окусиш с њега, умријећеш.","али с дрвета од знања добра и зла , с њега не једи ; јер у који дан окусиш с њега , умријећеш ."
Постанак,2,18,И рече Господ Бог: није добро да је човјек сам; да му начиним друга према њему.,и рече господ бог : није добро да је човјек сам ; да му начиним друга према њему .
Постанак,2,19,"Јер Господ Бог створи од земље све звијери пољске и све птице небеске, и доведе к Адаму да види како ће коју назвати, па како Адам назове коју животињу онако да јој буде име;","јер господ бог створи од земље све звијери пољске и све птице небеске , и доведе к адаму да види како ће коју назвати , па како адам назове коју животињу онако да јој буде име ;"
Постанак,2,20,И Адам надједе име сваком живинчету и свакој птици небеској и свакој звијери пољској; али се не нађе Адаму друг према њему.,и адам надједе име сваком живинчету и свакој птици небеској и свакој звијери пољској ; али се не нађе адаму друг према њему .
Постанак,2,21,"И Господ Бог пусти тврд сан на Адама, те заспа; па му узе једно ребро, и мјесто попуни месом;","и господ бог пусти тврд сан на адама , те заспа ; па му узе једно ребро , и мјесто попуни месом ;"
Постанак,2,22,"И Господ Бог створи жену од ребра, које узе Адаму, и доведе је к Адаму.","и господ бог створи жену од ребра , које узе адаму , и доведе је к адаму ."
Постанак,2,23,"А Адам рече: сада ето кост од мојих кости, и тијело од мојега тијела. Нека јој буде име човјечица, јер је узета од човјека.","а адам рече : сада ето кост од мојих кости , и тијело од мојега тијела . нека јој буде име човјечица , јер је узета од човјека ."
Постанак,2,24,"За то ће оставити човјек оца својега и матер своју, и прилијепиће се к жени својој, и биће двоје једно тијело.","за то ће оставити човјек оца својега и матер своју , и прилијепиће се к жени својој , и биће двоје једно тијело ."
Постанак,2,25,"А бјеху обоје голи, Адам и жена му, и не бјеше их срамота.","а бјеху обоје голи , адам и жена му , и не бјеше их срамота ."
Постанак,3,1,"Али змија бјеше лукава мимо све звијери пољске, које створи Господ Бог; па рече жени: је ли истина да је Бог казао да не једете са свакога дрвета у врту?","али змија бјеше лукава мимо све звијери пољске , које створи господ бог ; па рече жени : је ли истина да је бог казао да не једете са свакога дрвета у врту ?"
Постанак,3,2,А жена рече змији: ми једемо рода са свакога дрвета у врту;,а жена рече змији : ми једемо рода са свакога дрвета у врту ;
Постанак,3,3,"Само рода с онога дрвета усред врта, казао је Бог, не једите и не дирајте у њ, да не умрете.","само рода с онога дрвета усред врта , казао је бог , не једите и не дирајте у њ , да не умрете ."
Постанак,3,4,А змија рече жени: нећете ви умријети;,а змија рече жени : нећете ви умријети ;
Постанак,3,5,"Него зна Бог да ће вам се у онај дан кад окусите с њега отворити очи, па ћете постати као богови и знати што је добро што ли зло.","него зна бог да ће вам се у онај дан кад окусите с њега отворити очи , па ћете постати као богови и знати што је добро што ли зло ."
Постанак,3,6,"И жена видећи да је род на дрвету добар за јело и да га је милина гледати и да је дрво врло драго ради знања, узабра рода с њега и окуси, па даде и мужу својему, те и он окуси.","и жена видећи да је род на дрвету добар за јело и да га је милина гледати и да је дрво врло драго ради знања , узабра рода с њега и окуси , па даде и мужу својему , те и он окуси ."
Постанак,3,7,"Тада им се отворише очи, и видјеше да су голи; па сплетоше лишћа смокова и начинише себи прегаче.","тада им се отворише очи , и видјеше да су голи ; па сплетоше лишћа смокова и начинише себи прегаче ."
Постанак,3,8,"И зачуше глас Господа Бога, који иђаше по врту кад захлади; и сакри се Адам и жена му испред Господа Бога међу дрвета у врту.","и зачуше глас господа бога , који иђаше по врту кад захлади ; и сакри се адам и жена му испред господа бога међу дрвета у врту ."
Постанак,3,9,А Господ Бог викну Адама и рече му: гдје си?,а господ бог викну адама и рече му : гдје си ?
Постанак,3,10,"А он рече: чух глас твој у врту, па се поплаших, јер сам го, те се сакрих.","а он рече : чух глас твој у врту , па се поплаших , јер сам го , те се сакрих ."
Постанак,3,11,А Бог рече: ко ти каза да си го? да нијеси јео с онога дрвета што сам ти забранио да не једеш с њега?,а бог рече : ко ти каза да си го ? да нијеси јео с онога дрвета што сам ти забранио да не једеш с њега ?
Постанак,3,12,"А Адам рече: жена коју си удружио са мном, она ми даде с дрвета, те једох.","а адам рече : жена коју си удружио са мном , она ми даде с дрвета , те једох ."
Постанак,3,13,"А Господ Бог рече жени: зашто си то учинила? А жена одговори: змија ме превари, те једох.","а господ бог рече жени : зашто си то учинила ? а жена одговори : змија ме превари , те једох ."
Постанак,3,14,"Тада рече Господ Бог змији: кад си то учинила, да си проклета мимо свако живинче и мимо све звијери пољске; на трбуху да се вучеш и прах да једеш до својега вијека.","тада рече господ бог змији : кад си то учинила , да си проклета мимо свако живинче и мимо све звијери пољске ; на трбуху да се вучеш и прах да једеш до својега вијека ."
Постанак,3,15,И још мећем непријатељство између тебе и жене и између сјемена твојега и сјемена њезина; оно ће ти на главу стајати а ти ћеш га у пету уједати.,и још мећем непријатељство између тебе и жене и између сјемена твојега и сјемена њезина ; оно ће ти на главу стајати а ти ћеш га у пету уједати .
Постанак,3,16,"А жени рече: теби ћу многе муке задати кад затрудниш, с мукама ћеш дјецу рађати, и воља ће твоја стајати под влашћу мужа твојега, и он ће ти бити господар.","а жени рече : теби ћу многе муке задати кад затрудниш , с мукама ћеш дјецу рађати , и воља ће твоја стајати под влашћу мужа твојега , и он ће ти бити господар ."
Постанак,3,17,"Па онда рече Адаму: што си послушао жену и окусио с дрвета с којега сам ти забранио рекавши да не једеш с њега, земља да је проклета с тебе, с муком ћеш се од ње хранити до својега вијека;","па онда рече адаму : што си послушао жену и окусио с дрвета с којега сам ти забранио рекавши да не једеш с њега , земља да је проклета с тебе , с муком ћеш се од ње хранити до својега вијека ;"
Постанак,3,18,"Трње и коров ће ти рађати, а ти ћеш јести зеље пољско;","трње и коров ће ти рађати , а ти ћеш јести зеље пољско ;"
Постанак,3,19,"Са знојем лица својега јешћеш хљеб, докле се не вратиш у земљу од које си узет; јер си прах, и у прах ћеш се вратити.","са знојем лица својега јешћеш хљеб , докле се не вратиш у земљу од које си узет ; јер си прах , и у прах ћеш се вратити ."
Постанак,3,20,"И Адам надједе жени својој име Јева, зато што је она мати свјема живима.","и адам надједе жени својој име јева , зато што је она мати свјема живима ."
Постанак,3,21,"И начини Господ Бог Адаму и жени његовој хаљине од коже, и обуче их у њих.","и начини господ бог адаму и жени његовој хаљине од коже , и обуче их у њих ."
Постанак,3,22,"И рече Господ Бог: ето, човјек поста као један од нас знајући што је добро што ли зло; али сада да не пружи руке своје и узбере и с дрвета од живота, и окуси, те до вијека живи.","и рече господ бог : ето , човјек поста као један од нас знајући што је добро што ли зло ; али сада да не пружи руке своје и узбере и с дрвета од живота , и окуси , те до вијека живи ."
Постанак,3,23,"И Господ Бог изагна га из врта Едемскога да ради земљу, од које би узет;","и господ бог изагна га из врта едемскога да ради земљу , од које би узет ;"
Постанак,3,24,"И изагнав човјека постави пред вртом Едемским херувима с пламенијем мачем, који се вијаше и тамо и амо, да чува пут ка дрвету од живота.","и изагнав човјека постави пред вртом едемским херувима с пламенијем мачем , који се вијаше и тамо и амо , да чува пут ка дрвету од живота ."
Постанак,4,1,"Иза тога Адам позна Јеву жену своју, а она затрудње и роди Кајина, и рече: добих човјека од Господа.","иза тога адам позна јеву жену своју , а она затрудње и роди кајина , и рече : добих човјека од господа ."
Постанак,4,2,И роди опет брата његова Авеља. И Авељ поста пастир а Кајин ратар.,и роди опет брата његова авеља . и авељ поста пастир а кајин ратар .
Постанак,4,3,"А послије некога времена догоди се, те Кајин принесе Господу принос од рода земаљскога;","а послије некога времена догоди се , те кајин принесе господу принос од рода земаљскога ;"
Постанак,4,4,"А и Авељ принесе од првина стада својега и од њихове претилине. И Господ погледа на Авеља и на његов принос,","а и авељ принесе од првина стада својега и од њихове претилине . и господ погледа на авеља и на његов принос ,"
Постанак,4,5,"А на Кајина и на његов принос не погледа. Зато се Кајин расрди веома, и лице му се промијени.","а на кајина и на његов принос не погледа . зато се кајин расрди веома , и лице му се промијени ."
Постанак,4,6,Тада рече Господ Кајину: што се срдиш? што ли ти се лице промијени?,тада рече господ кајину : што се срдиш ? што ли ти се лице промијени ?
Постанак,4,7,"Нећеш ли бити мио, кад добро чиниш? а кад не чиниш добро, гријех је на вратима. А воља је његова под твојом влашћу, и ти си му старији.","нећеш ли бити мио , кад добро чиниш ? а кад не чиниш добро , гријех је на вратима . а воља је његова под твојом влашћу , и ти си му старији ."
Постанак,4,8,"Послије говораше Кајин с Авељем братом својим. Али кад бијаху у пољу, скочи Кајин на Авеља брата својега, и уби га.","послије говораше кајин с авељем братом својим . али кад бијаху у пољу , скочи кајин на авеља брата својега , и уби га ."
Постанак,4,9,Тада рече Господ Кајину: гдје ти је брат Авељ? А он одговори: не знам; зар сам ја чувар брата својега?,тада рече господ кајину : гдје ти је брат авељ ? а он одговори : не знам ; зар сам ја чувар брата својега ?
Постанак,4,10,А Бог рече: шта учини! глас крви брата твојега виче са земље к мени.,а бог рече : шта учини ! глас крви брата твојега виче са земље к мени .
Постанак,4,11,"И сада, да си проклет на земљи, која је отворила уста своја да прими крв брата твојега из руке твоје.","и сада , да си проклет на земљи , која је отворила уста своја да прими крв брата твојега из руке твоје ."
Постанак,4,12,"Кад земљу узрадиш, неће ти више давати блага својега. Бићеш потукач и бјегунац на земљи.","кад земљу узрадиш , неће ти више давати блага својега . бићеш потукач и бјегунац на земљи ."
Постанак,4,13,А Кајин рече Господу: кривица је моја велика да ми се не може опростити.,а кајин рече господу : кривица је моја велика да ми се не може опростити .
Постанак,4,14,"Ево ме тјераш данас из ове земље да се кријем испред тебе, и да се скитам и потуцам по земљи, па ће ме убити ко ме удеси.","ево ме тјераш данас из ове земље да се кријем испред тебе , и да се скитам и потуцам по земљи , па ће ме убити ко ме удеси ."
Постанак,4,15,"А Господ му рече: за то ко убије Кајина, седам ће се пута то покајати. И начини Господ знак на Кајину да га не убије ко га удеси.","а господ му рече : за то ко убије кајина , седам ће се пута то покајати . и начини господ знак на кајину да га не убије ко га удеси ."
Постанак,4,16,"И отиде Кајин испред Господа, и насели се у земљи Наидској на истоку према Едему.","и отиде кајин испред господа , и насели се у земљи наидској на истоку према едему ."
Постанак,4,17,"И позна Кајин жену своју, а она затрудње и роди Еноха. И сазида град и прозва га по имену сина својега Енох.","и позна кајин жену своју , а она затрудње и роди еноха . и сазида град и прозва га по имену сина својега енох ."
Постанак,4,18,А Еноху роди се Гаидад; а Гаидад роди Малелеила: а Малелеило роди Матусала; а Матусал роди Ламеха.,а еноху роди се гаидад ; а гаидад роди малелеила : а малелеило роди матусала ; а матусал роди ламеха .
Постанак,4,19,И узе Ламех двије жене: једној бјеше име Ада а другој Села.,и узе ламех двије жене : једној бјеше име ада а другој села .
Постанак,4,20,И Ада роди Јовила; од њега се народише који живе под шаторима и стоку пасу.,и ада роди јовила ; од њега се народише који живе под шаторима и стоку пасу .
Постанак,4,21,А брату његову бјеше име Јувал; од њега се народише гудачи и свирачи.,а брату његову бјеше име јувал ; од њега се народише гудачи и свирачи .
Постанак,4,22,"А и Села роди Товела, који бјеше вјешт ковати свашта од мједи и од гвожђа; а сестра Товелу бјеше Ноема.","а и села роди товела , који бјеше вјешт ковати свашта од мједи и од гвожђа ; а сестра товелу бјеше ноема ."
Постанак,4,23,"И рече Ламех својима женама, Ади и Сели: чујте глас мој, жене Ламехове, послушајте ријечи моје: убићу човјека за рану своју и младића за масницу своју.","и рече ламех својима женама , ади и сели : чујте глас мој , жене ламехове , послушајте ријечи моје : убићу човјека за рану своју и младића за масницу своју ."
Постанак,4,24,"Кад ће се Кајин осветити седам пута, Ламех ће седамдесет и седам пута.","кад ће се кајин осветити седам пута , ламех ће седамдесет и седам пута ."
Постанак,4,25,"А Адам опет позна жену своју, и она роди сина, и надје му име Сит, јер ми, рече, Бог даде другога сина за Авеља, којега уби Кајин.","а адам опет позна жену своју , и она роди сина , и надје му име сит , јер ми , рече , бог даде другога сина за авеља , којега уби кајин ."
Постанак,4,26,"И Ситу се роди син, којему надједе име Енос. Тада се поче призивати име Господње.","и ситу се роди син , којему надједе име енос . тада се поче призивати име господње ."
Постанак,5,1,"Ово је племе Адамово. Кад Бог створи човјека, по обличју својему створи га.","ово је племе адамово . кад бог створи човјека , по обличју својему створи га ."
Постанак,5,2,"Мушко и женско створи их, и благослови их, и назва их човјек, кад бише створени.","мушко и женско створи их , и благослови их , и назва их човјек , кад бише створени ."
Постанак,5,3,"И поживје Адам сто и тридесет година, и роди сина по обличју својему, као што је он, и надједе му име Сит.","и поживје адам сто и тридесет година , и роди сина по обличју својему , као што је он , и надједе му име сит ."
Постанак,5,4,"А родив Сита поживје Адам осам стотина година, рађајући синове и кћери;","а родив сита поживје адам осам стотина година , рађајући синове и кћери ;"
Постанак,5,5,Тако поживје Адам свега девет стотина и тридесет година; и умрије.,тако поживје адам свега девет стотина и тридесет година ; и умрије .
Постанак,5,6,"А Сит поживје сто и пет година, и роди Еноса;","а сит поживје сто и пет година , и роди еноса ;"
Постанак,5,7,"А родив Еноса поживје Сит осам стотина и седам година, рађајући синове и кћери;","а родив еноса поживје сит осам стотина и седам година , рађајући синове и кћери ;"
Постанак,5,8,Тако поживје Сит свега девет стотина и дванаест година; и умрије.,тако поживје сит свега девет стотина и дванаест година ; и умрије .
Постанак,5,9,"А Енос поживје деведесет година, и роди Кајинана;","а енос поживје деведесет година , и роди кајинана ;"
Постанак,5,10,"А родив Кајинана поживје Енос осам стотина и петнаест година, рађајући синове и кћери;","а родив кајинана поживје енос осам стотина и петнаест година , рађајући синове и кћери ;"
Постанак,5,11,Тако поживје Енос свега девет стотина и пет година; и умрије.,тако поживје енос свега девет стотина и пет година ; и умрије .
Постанак,5,12,"А Кајинан поживје седамдесет година, и роди Малелеила;","а кајинан поживје седамдесет година , и роди малелеила ;"
Постанак,5,13,"А родив Малелеила поживје Кајинан осам стотина и четрдесет година, рађајући синове и кћери;","а родив малелеила поживје кајинан осам стотина и четрдесет година , рађајући синове и кћери ;"
Постанак,5,14,Тако поживје Кајинан свега девет стотина и десет година; и умрије.,тако поживје кајинан свега девет стотина и десет година ; и умрије .
Постанак,5,15,"А Малелеило поживје шездесет и пет година, и роди Јареда;","а малелеило поживје шездесет и пет година , и роди јареда ;"
Постанак,5,16,"А родив Јареда поживје Малелеило осам стотина и тридесет година, рађајући синове и кћери;","а родив јареда поживје малелеило осам стотина и тридесет година , рађајући синове и кћери ;"
